0.000000000000000000e+00 1.228618035318070790e+06
9.999999999999999547e-07 1.975298169006399810e+06
1.999999999999999909e-06 1.810622115045125363e+06
3.000000000000000076e-06 6.887335311770294793e+05
3.999999999999999819e-06 5.184601080112828873e+06
5.000000000000000409e-06 2.271074538782373071e+06
6.000000000000000152e-06 6.914022328676503152e+06
6.999999999999999895e-06 7.670219275683895685e+05
7.999999999999999638e-06 4.988605174134154804e+06
9.000000000000000228e-06 8.178435583652276546e+06
1.000000000000000082e-05 5.520068829969256185e+06
1.100000000000000141e-05 1.156679681067480706e+06
1.200000000000000030e-05 6.141694282177764922e+06
1.300000000000000089e-05 3.929839572416102048e+06
1.399999999999999979e-05 1.051372244067589752e+07
1.500000000000000038e-05 8.960106462880020961e+06
1.599999999999999928e-05 8.798451093953387812e+06
1.699999999999999987e-05 9.263314124513313174e+06
1.800000000000000046e-05 9.611811999319700524e+06
1.900000000000000105e-05 1.360765932712584361e+07
2.000000000000000164e-05 9.286805834898667410e+06
2.100000000000000223e-05 1.129924408303593099e+07
2.200000000000000282e-05 1.188723813362076320e+07
2.300000000000000002e-05 1.496160678229317814e+07
2.400000000000000061e-05 7.489910868270771578e+06
2.500000000000000120e-05 1.452241336426385306e+07
2.600000000000000179e-05 1.128727604510761425e+07
2.700000000000000238e-05 1.327883459923410229e+07
2.799999999999999958e-05 1.666729289795239642e+07
2.900000000000000356e-05 1.813920249325829372e+07
3.000000000000000076e-05 1.991198326479829475e+07
3.100000000000000135e-05 1.927388380177155882e+07
3.199999999999999855e-05 1.290303281553415395e+07
3.300000000000000253e-05 2.143780659287047759e+07
3.399999999999999973e-05 1.466837082264684141e+07
3.500000000000000371e-05 2.014414493658755347e+07
3.600000000000000091e-05 2.238306718505959958e+07
3.700000000000000489e-05 1.603475889124076441e+07
3.800000000000000209e-05 2.325554118473288044e+07
3.899999999999999929e-05 1.982842450334896520e+07
4.000000000000000327e-05 1.607223111948061734e+07
4.100000000000000047e-05 1.931728473786267266e+07
4.200000000000000445e-05 2.200590342659135163e+07
4.300000000000000165e-05 1.838105262535106391e+07
4.400000000000000563e-05 2.311934920400541276e+07
4.500000000000000283e-05 2.209779776091153547e+07
4.600000000000000004e-05 2.777193570871344954e+07
4.700000000000000401e-05 2.810227374431212246e+07
4.800000000000000122e-05 2.071093393828622252e+07
4.899999999999999842e-05 2.865985976328486204e+07
5.000000000000000240e-05 2.889743134569014609e+07
5.100000000000000637e-05 2.350010251159116626e+07
5.200000000000000358e-05 2.271273929072477296e+07
5.300000000000000078e-05 2.990492360447337478e+07
5.400000000000000476e-05 2.455928830897194147e+07
5.500000000000000873e-05 2.557546460246087983e+07
5.599999999999999916e-05 3.194119415137177333e+07
5.700000000000000314e-05 2.844362292626938224e+07
5.800000000000000712e-05 2.981866721991599351e+07
5.899999999999999754e-05 3.144999251083681732e+07
6.000000000000000152e-05 3.219501125022622570e+07
6.100000000000000550e-05 3.133524753816013783e+07
6.200000000000000270e-05 2.868556672531382740e+07
6.299999999999999990e-05 3.606712352750314772e+07
6.399999999999999710e-05 3.442743340377163142e+07
6.500000000000000786e-05 3.023748886381994560e+07
6.600000000000000506e-05 3.289245658261425421e+07
6.700000000000000226e-05 3.227163871047416702e+07
6.799999999999999946e-05 3.529791093832810223e+07
6.900000000000001022e-05 3.945225103308784962e+07
7.000000000000000742e-05 3.980549194394229352e+07
7.100000000000000462e-05 3.196863834670215100e+07
7.200000000000000182e-05 3.381201716032991558e+07
7.299999999999999903e-05 3.666018073629741371e+07
7.400000000000000978e-05 3.766730469335886091e+07
7.500000000000000698e-05 3.498762867787653208e+07
7.600000000000000418e-05 3.590981089315542579e+07
7.700000000000000139e-05 3.716424375372824818e+07
7.799999999999999859e-05 3.620159796630205959e+07
7.900000000000000934e-05 3.807119302344090492e+07
8.000000000000000654e-05 3.840525154703980684e+07
8.099999999999999019e-05 3.615361982503503561e+07
8.200000000000000095e-05 4.574250783233939856e+07
8.299999999999999815e-05 4.113991193687584251e+07
8.400000000000000890e-05 3.839313447705379874e+07
8.500000000000000611e-05 4.034334871169783920e+07
8.600000000000000331e-05 4.771543393018306792e+07
8.700000000000001406e-05 4.799385270293116570e+07
8.800000000000001126e-05 4.417414910463444144e+07
8.899999999999999491e-05 4.018291352038312703e+07
9.000000000000000567e-05 4.289518305225884914e+07
9.100000000000000287e-05 4.849714703972964734e+07
9.200000000000000007e-05 4.239839496543472260e+07
9.300000000000001083e-05 4.210836373470231146e+07
9.400000000000000803e-05 4.928820059198692441e+07
9.499999999999999168e-05 4.814199707156800479e+07
9.600000000000000243e-05 4.904568750333656371e+07
9.699999999999999963e-05 5.341939608105343580e+07
9.799999999999999684e-05 4.997068464818074554e+07
9.900000000000000759e-05 4.664828041759182513e+07
